date,league_id,league_name,map_id,map_name,winner_id,winner_name,winner_race,loser_id,loser_name,loser_race
2012-04-18,2620,2012_GSL_S2_Code_S,521,ESV_Ohana_RE,686,Virus,Terran,26,SuperNoVa,Terran
2012-04-18,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,26,SuperNoVa,Terran,686,Virus,Terran
2012-04-18,2620,2012_GSL_S2_Code_S,521,ESV_Ohana_RE,1614,NaNiwa,Protoss,1894,Genius,Protoss
2012-04-18,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,1614,NaNiwa,Protoss,1894,Genius,Protoss
2012-04-17,2678,2012_GSL_S2_Code_A,500,Antiga_Shipyard_1.2,2096,Hack,Terran,1598,HuK,Protoss
2012-04-17,2678,2012_GSL_S2_Code_A,510,ESV_Cloud_Kingdom,2096,Hack,Terran,1598,HuK,Protoss
2012-04-17,2678,2012_GSL_S2_Code_A,499,Dual_Sight_1.1,1988,aLive,Terran,2681,SocceR,Protoss
2012-04-17,2678,2012_GSL_S2_Code_A,527,Entombed_Valley,1988,aLive,Terran,2681,SocceR,Protoss
2012-04-17,2678,2012_GSL_S2_Code_A,500,Antiga_Shipyard_1.2,1115,JYP,Protoss,2091,Seal,Zerg
2012-04-17,2678,2012_GSL_S2_Code_A,527,Entombed_Valley,1115,JYP,Protoss,2091,Seal,Zerg
2012-04-17,2678,2012_GSL_S2_Code_A,499,Dual_Sight_1.1,2627,DongRaeGu,Zerg,687,RevivaL,Zerg
2012-04-17,2678,2012_GSL_S2_Code_A,500,Antiga_Shipyard_1.2,2627,DongRaeGu,Zerg,687,RevivaL,Zerg
2012-04-17,2678,2012_GSL_S2_Code_A,479,Daybreak,662,Symbol,Zerg,2095,sC,Terran
2012-04-17,2678,2012_GSL_S2_Code_A,538,Atlantis_Spaceship_SE,662,Symbol,Zerg,2095,sC,Terran
2012-04-17,2678,2012_GSL_S2_Code_A,510,ESV_Cloud_Kingdom,2095,sC,Terran,662,Symbol,Zerg
2012-04-17,2678,2012_GSL_S2_Code_A,500,Antiga_Shipyard_1.2,2308,BBoongBBoong,Zerg,4581,uRGGanDoL,Protoss
2012-04-17,2678,2012_GSL_S2_Code_A,510,ESV_Cloud_Kingdom,2308,BBoongBBoong,Zerg,4581,uRGGanDoL,Protoss
2012-04-17,2678,2012_GSL_S2_Code_A,528,Metropolis,4581,uRGGanDoL,Protoss,2308,BBoongBBoong,Zerg
2012-04-17,2678,2012_GSL_S2_Code_A,510,ESV_Cloud_Kingdom,656,Heart,Terran,1970,Terious,Zerg
2012-04-17,2678,2012_GSL_S2_Code_A,499,Dual_Sight_1.1,656,Heart,Terran,1970,Terious,Zerg
2012-04-17,2678,2012_GSL_S2_Code_A,538,Atlantis_Spaceship_SE,100,AcE,Protoss,1847,JookTo,Zerg
2012-04-17,2678,2012_GSL_S2_Code_A,521,ESV_Ohana_RE,100,AcE,Protoss,1847,JookTo,Zerg
2012-04-17,2678,2012_GSL_S2_Code_A,527,Entombed_Valley,1847,JookTo,Zerg,100,AcE,Protoss
2012-04-15,2492,2012_KSL_Team_League_Season_1,498,Bel'Shir_Beach_Winter,608,Choya,Protoss,2627,DongRaeGu,Zerg
2012-04-15,2492,2012_KSL_Team_League_Season_1,479,Daybreak,608,Choya,Protoss,2243,Noblesse,Terran
2012-04-15,2492,2012_KSL_Team_League_Season_1,500,Antiga_Shipyard_1.2,2243,Noblesse,Terran,961,Lucky,Zerg
2012-04-15,2492,2012_KSL_Team_League_Season_1,528,Metropolis,961,Lucky,Zerg,2241,Dream,Terran
2012-04-15,2492,2012_KSL_Team_League_Season_1,501,Crossfire_SE_1.1,961,Lucky,Zerg,2092,Monster,Zerg
2012-04-15,2492,2012_KSL_Team_League_Season_1,527,Entombed_Valley,2092,Monster,Zerg,3815,Tear,Protoss
2012-04-15,2492,2012_KSL_Team_League_Season_1,498,Bel'Shir_Beach_Winter,2092,Monster,Zerg,2106,GuMiho,Terran
2012-04-15,2492,2012_KSL_Team_League_Season_1,499,Dual_Sight_1.1,2106,GuMiho,Terran,2319,Vampire,Protoss
2012-04-15,2492,2012_KSL_Team_League_Season_1,500,Antiga_Shipyard_1.2,2319,Vampire,Protoss,3888,Tree,Terran
2012-04-15,2492,2012_KSL_Team_League_Season_1,479,Daybreak,2319,Vampire,Protoss,3841,Whale,Zerg
2012-04-15,2492,2012_KSL_Team_League_Season_1,510,ESV_Cloud_Kingdom,3841,Whale,Zerg,2095,sC,Terran
2012-04-14,2492,2012_KSL_Team_League_Season_1,500,Antiga_Shipyard_1.2,688,LosirA,Zerg,951,Byun,Terran
2012-04-14,2492,2012_KSL_Team_League_Season_1,527,Entombed_Valley,688,LosirA,Zerg,2838,Creator,Protoss
2012-04-14,2492,2012_KSL_Team_League_Season_1,498,Bel'Shir_Beach_Winter,688,LosirA,Zerg,413,SalMoSa,Zerg
2012-04-14,2492,2012_KSL_Team_League_Season_1,528,Metropolis,688,LosirA,Zerg,959,MarineKing,Terran
2012-04-14,2492,2012_KSL_Team_League_Season_1,501,Crossfire_SE_1.1,959,MarineKing,Terran,2745,IMHappy,Terran
2012-04-14,2492,2012_KSL_Team_League_Season_1,499,Dual_Sight_1.1,959,MarineKing,Terran,2321,Seed,Protoss
2012-04-14,2492,2012_KSL_Team_League_Season_1,479,Daybreak,2321,Seed,Protoss,2308,BBoongBBoong,Zerg
2012-04-14,2492,2012_KSL_Team_League_Season_1,510,ESV_Cloud_Kingdom,2308,BBoongBBoong,Zerg,2039,YoDa,Terran
2012-04-14,2492,2012_KSL_Team_League_Season_1,500,Antiga_Shipyard_1.2,2308,BBoongBBoong,Zerg,1087,Anyppi,Protoss
2012-04-14,2492,2012_KSL_Team_League_Season_1,527,Entombed_Valley,1087,Anyppi,Protoss,2749,ClassicPrime,Protoss
2012-04-14,2620,2012_GSL_S2_Code_S,528,Metropolis,640,MC,Protoss,29,NesTea,Zerg
2012-04-14,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,640,MC,Protoss,29,NesTea,Zerg
2012-04-14,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,640,MC,Protoss,1855,InCa,Protoss
2012-04-14,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,640,MC,Protoss,1855,InCa,Protoss
2012-04-14,2620,2012_GSL_S2_Code_S,538,Atlantis_Spaceship_SE,686,Virus,Terran,29,NesTea,Zerg
2012-04-14,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,686,Virus,Terran,29,NesTea,Zerg
2012-04-14,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,29,NesTea,Zerg,686,Virus,Terran
2012-04-14,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,29,NesTea,Zerg,1855,InCa,Protoss
2012-04-14,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,29,NesTea,Zerg,1855,InCa,Protoss
2012-04-14,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,686,Virus,Terran,640,MC,Protoss
2012-04-14,2620,2012_GSL_S2_Code_S,479,Daybreak,640,MC,Protoss,686,Virus,Terran
2012-04-14,2620,2012_GSL_S2_Code_S,521,ESV_Ohana_RE,686,Virus,Terran,640,MC,Protoss
2012-04-13,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,590,MVP,Terran,957,Ryung,Terran
2012-04-13,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,590,MVP,Terran,957,Ryung,Terran
2012-04-13,2620,2012_GSL_S2_Code_S,479,Daybreak,590,MVP,Terran,946,Puzzle,Protoss
2012-04-13,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,590,MVP,Terran,946,Puzzle,Protoss
2012-04-13,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,1614,NaNiwa,Protoss,957,Ryung,Terran
2012-04-13,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,1614,NaNiwa,Protoss,957,Ryung,Terran
2012-04-13,2620,2012_GSL_S2_Code_S,521,ESV_Ohana_RE,957,Ryung,Terran,590,MVP,Terran
2012-04-13,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,957,Ryung,Terran,590,MVP,Terran
2012-04-13,2620,2012_GSL_S2_Code_S,479,Daybreak,1614,NaNiwa,Protoss,946,Puzzle,Protoss
2012-04-13,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,1614,NaNiwa,Protoss,946,Puzzle,Protoss
2012-04-13,2620,2012_GSL_S2_Code_S,521,ESV_Ohana_RE,946,Puzzle,Protoss,1614,NaNiwa,Protoss
2012-04-12,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,1971,Leenock,Zerg,665,MMA,Terran
2012-04-12,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,1971,Leenock,Zerg,665,MMA,Terran
2012-04-12,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,665,MMA,Terran,147,NaDa,Terran
2012-04-12,2620,2012_GSL_S2_Code_S,521,ESV_Ohana_RE,665,MMA,Terran,147,NaDa,Terran
2012-04-12,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,969,Squirtle,Protoss,1971,Leenock,Zerg
2012-04-12,2620,2012_GSL_S2_Code_S,521,ESV_Ohana_RE,969,Squirtle,Protoss,1971,Leenock,Zerg
2012-04-12,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,1971,Leenock,Zerg,147,NaDa,Terran
2012-04-12,2620,2012_GSL_S2_Code_S,479,Daybreak,1971,Leenock,Zerg,147,NaDa,Terran
2012-04-12,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,969,Squirtle,Protoss,665,MMA,Terran
2012-04-12,2620,2012_GSL_S2_Code_S,479,Daybreak,969,Squirtle,Protoss,665,MMA,Terran
2012-04-12,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,665,MMA,Terran,969,Squirtle,Protoss
2012-04-11,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,629,Oz,Protoss,207,fOrGG,Terran
2012-04-11,2620,2012_GSL_S2_Code_S,538,Atlantis_Spaceship_SE,629,Oz,Protoss,207,fOrGG,Terran
2012-04-11,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,629,Oz,Protoss,1856,Polt,Terran
2012-04-11,2620,2012_GSL_S2_Code_S,479,Daybreak,629,Oz,Protoss,1856,Polt,Terran
2012-04-11,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,2322,PartinG,Protoss,207,fOrGG,Terran
2012-04-11,2620,2012_GSL_S2_Code_S,479,Daybreak,2322,PartinG,Protoss,207,fOrGG,Terran
2012-04-11,2620,2012_GSL_S2_Code_S,479,Daybreak,207,fOrGG,Terran,629,Oz,Protoss
2012-04-11,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,207,fOrGG,Terran,629,Oz,Protoss
2012-04-11,2620,2012_GSL_S2_Code_S,479,Daybreak,2322,PartinG,Protoss,1856,Polt,Terran
2012-04-11,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,1856,Polt,Terran,2322,PartinG,Protoss
2012-04-11,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,2322,PartinG,Protoss,1856,Polt,Terran
2012-04-07,2434,2012_GSTL_Season_1,499,Dual_Sight_1.1,959,MarineKing,Terran,563,Curious,Zerg
2012-04-07,2434,2012_GSTL_Season_1,528,Metropolis,959,MarineKing,Terran,969,Squirtle,Protoss
2012-04-07,2434,2012_GSTL_Season_1,479,Daybreak,959,MarineKing,Terran,561,Bomber,Terran
2012-04-07,2434,2012_GSTL_Season_1,527,Entombed_Valley,959,MarineKing,Terran,2322,PartinG,Protoss
2012-04-07,2434,2012_GSTL_Season_1,501,Crossfire_SE_1.1,2322,PartinG,Protoss,2308,BBoongBBoong,Zerg
2012-04-07,2434,2012_GSTL_Season_1,497,Calm_Before_the_Storm,2322,PartinG,Protoss,1850,Maru,Terran
2012-04-07,2434,2012_GSTL_Season_1,510,ESV_Cloud_Kingdom,1850,Maru,Terran,117,July,Zerg
2012-04-01,2492,2012_KSL_Team_League_Season_1,498,Bel'Shir_Beach_Winter,1979,Jjakji,Terran,2242,Keen,Terran
2012-04-01,2492,2012_KSL_Team_League_Season_1,479,Daybreak,1979,Jjakji,Terran,2313,Sniper,Zerg
2012-04-01,2492,2012_KSL_Team_League_Season_1,501,Crossfire_SE_1.1,1979,Jjakji,Terran,2319,Vampire,Protoss
2012-04-01,2492,2012_KSL_Team_League_Season_1,498,Bel'Shir_Beach_Winter,2319,Vampire,Protoss,2683,NsHS.Shuttle,Terran
2012-04-01,2492,2012_KSL_Team_League_Season_1,528,Metropolis,2319,Vampire,Protoss,3817,Hoon,Terran
2012-04-01,2492,2012_KSL_Team_League_Season_1,499,Dual_Sight_1.1,3817,Hoon,Terran,1982,finale,Protoss
2012-04-01,2492,2012_KSL_Team_League_Season_1,500,Antiga_Shipyard_1.2,1982,finale,Protoss,1853,San,Protoss
2012-04-01,2492,2012_KSL_Team_League_Season_1,510,ESV_Cloud_Kingdom,1853,San,Protoss,2095,sC,Terran
2012-04-01,2492,2012_KSL_Team_League_Season_1,527,Entombed_Valley,1853,San,Protoss,2092,Monster,Zerg
2012-04-01,2492,2012_KSL_Team_League_Season_1,479,Daybreak,2092,Monster,Zerg,1958,Tassadar,Protoss
2012-04-01,2434,2012_GSTL_Season_1,498,Bel'Shir_Beach_Winter,959,MarineKing,Terran,1971,Leenock,Zerg
2012-04-01,2434,2012_GSTL_Season_1,499,Dual_Sight_1.1,1971,Leenock,Zerg,951,Byun,Terran
2012-04-01,2434,2012_GSTL_Season_1,528,Metropolis,951,Byun,Terran,608,Choya,Protoss
2012-04-01,2434,2012_GSTL_Season_1,510,ESV_Cloud_Kingdom,951,Byun,Terran,961,Lucky,Zerg
2012-04-01,2434,2012_GSTL_Season_1,527,Entombed_Valley,961,Lucky,Zerg,2838,Creator,Protoss
2012-04-01,2434,2012_GSTL_Season_1,501,Crossfire_SE_1.1,961,Lucky,Zerg,2308,BBoongBBoong,Zerg
2012-04-01,2434,2012_GSTL_Season_1,497,Calm_Before_the_Storm,2308,BBoongBBoong,Zerg,2058,asd,Terran
2012-04-01,2434,2012_GSTL_Season_1,500,Antiga_Shipyard_1.2,2308,BBoongBBoong,Zerg,2106,GuMiho,Terran
2012-03-31,2492,2012_KSL_Team_League_Season_1,527,Entombed_Valley,1097,ByuL,Zerg,2843,Mentalist,Protoss
2012-03-31,2492,2012_KSL_Team_League_Season_1,500,Antiga_Shipyard_1.2,1097,ByuL,Zerg,4097,Sparta,Terran
2012-03-31,2492,2012_KSL_Team_League_Season_1,499,Dual_Sight_1.1,1097,ByuL,Zerg,4099,Pet,Zerg
2012-03-31,2492,2012_KSL_Team_League_Season_1,501,Crossfire_SE_1.1,4099,Pet,Zerg,1957,Rain,Terran
2012-03-31,2492,2012_KSL_Team_League_Season_1,479,Daybreak,4099,Pet,Zerg,1988,aLive,Terran
2012-03-31,2492,2012_KSL_Team_League_Season_1,528,Metropolis,1988,aLive,Terran,3601,Extreme,Protoss
2012-03-31,2492,2012_KSL_Team_League_Season_1,500,Antiga_Shipyard_1.2,1988,aLive,Terran,2869,Avenge,Protoss
2012-03-31,2492,2012_KSL_Team_League_Season_1,527,Entombed_Valley,1988,aLive,Terran,2747,Life,Zerg
2012-03-31,2492,2012_KSL_Team_League_Season_1,510,ESV_Cloud_Kingdom,2747,Life,Zerg,4400,Ares,Protoss
2012-03-31,2492,2012_KSL_Team_League_Season_1,498,Bel'Shir_Beach_Winter,2747,Life,Zerg,3865,Guhara,Zerg
2012-03-31,2434,2012_GSTL_Season_1,500,Antiga_Shipyard_1.2,563,Curious,Zerg,1894,Genius,Protoss
2012-03-31,2434,2012_GSTL_Season_1,528,Metropolis,563,Curious,Zerg,2095,sC,Terran
2012-03-31,2434,2012_GSTL_Season_1,498,Bel'Shir_Beach_Winter,2095,sC,Terran,969,Squirtle,Protoss
2012-03-31,2434,2012_GSTL_Season_1,479,Daybreak,969,Squirtle,Protoss,2627,DongRaeGu,Zerg
2012-03-31,2434,2012_GSTL_Season_1,501,Crossfire_SE_1.1,969,Squirtle,Protoss,1982,finale,Protoss
2012-03-31,2434,2012_GSTL_Season_1,497,Calm_Before_the_Storm,1982,finale,Protoss,1978,Sound,Terran
2012-03-31,2434,2012_GSTL_Season_1,499,Dual_Sight_1.1,1978,Sound,Terran,2307,TAiLS,Protoss
2012-03-31,2434,2012_GSTL_Season_1,527,Entombed_Valley,2307,TAiLS,Protoss,2322,PartinG,Protoss
2012-03-29,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,1849,TaeJa,Terran,1979,Jjakji,Terran
2012-03-29,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,1849,TaeJa,Terran,1979,Jjakji,Terran
2012-03-29,2620,2012_GSL_S2_Code_S,479,Daybreak,1849,TaeJa,Terran,2627,DongRaeGu,Zerg
2012-03-29,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,1849,TaeJa,Terran,2627,DongRaeGu,Zerg
2012-03-29,2620,2012_GSL_S2_Code_S,479,Daybreak,70,TheStC,Terran,1979,Jjakji,Terran
2012-03-29,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,1979,Jjakji,Terran,1849,TaeJa,Terran
2012-03-29,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,1979,Jjakji,Terran,1849,TaeJa,Terran
2012-03-29,2620,2012_GSL_S2_Code_S,538,Atlantis_Spaceship_SE,1849,TaeJa,Terran,1979,Jjakji,Terran
2012-03-29,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,70,TheStC,Terran,2627,DongRaeGu,Zerg
2012-03-29,2620,2012_GSL_S2_Code_S,538,Atlantis_Spaceship_SE,2627,DongRaeGu,Zerg,70,TheStC,Terran
2012-03-29,2620,2012_GSL_S2_Code_S,521,ESV_Ohana_RE,70,TheStC,Terran,2627,DongRaeGu,Zerg
2012-03-28,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,117,July,Zerg,1903,Zenio,Zerg
2012-03-28,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,1903,Zenio,Zerg,117,July,Zerg
2012-03-28,2620,2012_GSL_S2_Code_S,538,Atlantis_Spaceship_SE,117,July,Zerg,1903,Zenio,Zerg
2012-03-28,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,1903,Zenio,Zerg,1988,aLive,Terran
2012-03-28,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,1988,aLive,Terran,1903,Zenio,Zerg
2012-03-28,2620,2012_GSL_S2_Code_S,528,Metropolis,1903,Zenio,Zerg,1988,aLive,Terran
2012-03-28,2620,2012_GSL_S2_Code_S,479,Daybreak,959,MarineKing,Terran,117,July,Zerg
2012-03-28,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,959,MarineKing,Terran,117,July,Zerg
2012-03-28,2620,2012_GSL_S2_Code_S,528,Metropolis,117,July,Zerg,959,MarineKing,Terran
2012-03-28,2620,2012_GSL_S2_Code_S,538,Atlantis_Spaceship_SE,959,MarineKing,Terran,1903,Zenio,Zerg
2012-03-28,2620,2012_GSL_S2_Code_S,479,Daybreak,959,MarineKing,Terran,1903,Zenio,Zerg
2012-03-28,2620,2012_GSL_S2_Code_S,479,Daybreak,117,July,Zerg,1988,aLive,Terran
2012-03-28,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,1988,aLive,Terran,117,July,Zerg
2012-03-28,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,117,July,Zerg,1988,aLive,Terran
2012-03-27,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,222,HerO,Protoss,563,Curious,Zerg
2012-03-27,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,222,HerO,Protoss,563,Curious,Zerg
2012-03-27,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,563,Curious,Zerg,2106,GuMiho,Terran
2012-03-27,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,563,Curious,Zerg,2106,GuMiho,Terran
2012-03-27,2620,2012_GSL_S2_Code_S,479,Daybreak,1850,Maru,Terran,222,HerO,Protoss
2012-03-27,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,1850,Maru,Terran,222,HerO,Protoss
2012-03-27,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,222,HerO,Protoss,1850,Maru,Terran
2012-03-27,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,222,HerO,Protoss,563,Curious,Zerg
2012-03-27,2620,2012_GSL_S2_Code_S,499,Dual_Sight_1.1,563,Curious,Zerg,222,HerO,Protoss
2012-03-27,2620,2012_GSL_S2_Code_S,528,Metropolis,222,HerO,Protoss,563,Curious,Zerg
2012-03-27,2620,2012_GSL_S2_Code_S,479,Daybreak,1850,Maru,Terran,2106,GuMiho,Terran
2012-03-27,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,1850,Maru,Terran,2106,GuMiho,Terran
2012-03-27,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,2106,GuMiho,Terran,1850,Maru,Terran
2012-03-26,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,1894,Genius,Protoss,2321,Seed,Protoss
2012-03-26,2620,2012_GSL_S2_Code_S,479,Daybreak,2321,Seed,Protoss,1894,Genius,Protoss
2012-03-26,2620,2012_GSL_S2_Code_S,521,ESV_Ohana_RE,1894,Genius,Protoss,2321,Seed,Protoss
2012-03-26,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,2321,Seed,Protoss,2308,BBoongBBoong,Zerg
2012-03-26,2620,2012_GSL_S2_Code_S,479,Daybreak,2321,Seed,Protoss,2308,BBoongBBoong,Zerg
2012-03-26,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,26,SuperNoVa,Terran,1894,Genius,Protoss
2012-03-26,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,26,SuperNoVa,Terran,1894,Genius,Protoss
2012-03-26,2620,2012_GSL_S2_Code_S,479,Daybreak,1894,Genius,Protoss,26,SuperNoVa,Terran
2012-03-26,2620,2012_GSL_S2_Code_S,479,Daybreak,26,SuperNoVa,Terran,2321,Seed,Protoss
2012-03-26,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,26,SuperNoVa,Terran,2321,Seed,Protoss
2012-03-26,2620,2012_GSL_S2_Code_S,527,Entombed_Valley,1894,Genius,Protoss,2308,BBoongBBoong,Zerg
2012-03-26,2620,2012_GSL_S2_Code_S,510,ESV_Cloud_Kingdom,2308,BBoongBBoong,Zerg,1894,Genius,Protoss
2012-03-26,2620,2012_GSL_S2_Code_S,500,Antiga_Shipyard_1.2,1894,Genius,Protoss,2308,BBoongBBoong,Zerg
2012-03-25,2492,2012_KSL_Team_League_Season_1,479,Daybreak,608,Choya,Protoss,951,Byun,Terran
2012-03-25,2492,2012_KSL_Team_League_Season_1,492,Bel'Shir_Beach_1.2,951,Byun,Terran,4094,InnateMasteR,Terran
2012-03-25,2492,2012_KSL_Team_League_Season_1,500,Antiga_Shipyard_1.2,951,Byun,Terran,3815,Tear,Protoss
2012-03-25,2492,2012_KSL_Team_League_Season_1,528,Metropolis,3815,Tear,Protoss,2749,ClassicPrime,Protoss
2012-03-25,2492,2012_KSL_Team_League_Season_1,501,Crossfire_SE_1.1,3815,Tear,Protoss,2308,BBoongBBoong,Zerg
2012-03-25,2492,2012_KSL_Team_League_Season_1,498,Bel'Shir_Beach_Winter,3815,Tear,Protoss,2088,AnnYeong,Zerg
2012-03-25,2492,2012_KSL_Team_League_Season_1,499,Dual_Sight_1.1,3815,Tear,Protoss,2838,Creator,Protoss
2012-03-25,2492,2012_KSL_Team_League_Season_1,527,Entombed_Valley,3815,Tear,Protoss,1850,Maru,Terran
2012-03-25,2492,2012_KSL_Team_League_Season_1,510,ESV_Cloud_Kingdom,1850,Maru,Terran,3841,Whale,Zerg
2012-03-25,2492,2012_KSL_Team_League_Season_1,479,Daybreak,1850,Maru,Terran,1965,Sirius,Zerg
2012-03-25,2492,2012_KSL_Team_League_Season_1,500,Antiga_Shipyard_1.2,1850,Maru,Terran,3888,Tree,Terran
2012-03-24,2492,2012_KSL_Team_League_Season_1,479,Daybreak,2039,YoDa,Terran,1097,ByuL,Zerg
2012-03-24,2492,2012_KSL_Team_League_Season_1,499,Dual_Sight_1.1,2039,YoDa,Terran,3865,Guhara,Zerg
2012-03-24,2492,2012_KSL_Team_League_Season_1,510,ESV_Cloud_Kingdom,2039,YoDa,Terran,4400,Ares,Protoss
2012-03-24,2492,2012_KSL_Team_League_Season_1,498,Bel'Shir_Beach_Winter,2039,YoDa,Terran,3884,DeParture,Zerg
2012-03-24,2492,2012_KSL_Team_League_Season_1,500,Antiga_Shipyard_1.2,2039,YoDa,Terran,2171,ToD,Protoss
